-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: latitude  39.9042   longitude 116.4074 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 221.57 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
YEAR,DOY,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2025,133,23.65,54.12,0.02,24.95
2025,134,19.14,53.63,7.02,23.29
2025,135,20.76,59.47,0.14,25.94
2025,136,21.51,63.09,1.68,21.56
2025,137,16.57,34.16,0.01,29.67
2025,138,17.27,50.19,0.99,20.47
2025,139,24.22,53.56,0.66,26.63
2025,140,24.43,56.16,0.2,23.82
2025,141,23.37,57.2,0.19,17.46
2025,142,16.8,70.84,15.84,5.65
2025,143,16.52,57.72,1.45,13.07
2025,144,20.5,40.04,0.0,28.82
2025,145,20.85,49.52,0.34,21.56
2025,146,22.23,52.57,0.32,20.81
2025,147,24.62,43.37,0.0,24.05
2025,148,24.49,43.83,0.0,24.15
2025,149,24.75,44.4,0.0,23.44
2025,150,23.05,57.96,1.36,15.16
2025,151,22.07,63.84,1.96,5.74
2025,152,20.26,71.29,1.92,11.77
2025,153,21.32,48.62,1.08,26.52
2025,154,20.98,32.31,0.0,30.02
2025,155,24.5,35.29,0.0,29.31
2025,156,28.45,35.13,0.0,24.16
2025,157,27.69,33.39,0.0,26.26
2025,158,24.9,38.6,0.0,25.04
2025,159,26.05,42.05,0.0,25.24
2025,160,25.41,41.11,0.46,17.45
2025,161,24.53,32.16,0.01,29.04
2025,162,27.5,35.28,0.0,24.85
2025,163,28.14,46.9,3.62,21.46
2025,164,25.98,55.09,1.03,19.65
2025,165,21.11,82.08,43.39,3.43
2025,166,21.79,60.04,1.55,23.3
2025,167,22.28,58.37,3.55,21.22
2025,168,27.17,48.57,0.05,25.29
2025,169,26.75,60.5,0.37,21.41
2025,170,24.97,72.61,6.38,10.74
2025,171,26.35,46.26,0.01,27.43
2025,172,26.87,37.66,0.0,29.66
2025,173,29.34,38.55,0.0,28.72
2025,174,30.52,41.68,0.0,23.72
2025,175,30.83,44.54,0.0,26.44
2025,176,29.74,51.18,0.0,22.2
2025,177,27.02,55.15,0.0,12.62
2025,178,24.38,67.82,1.42,8.34
2025,179,24.69,72.28,3.27,12.04
2025,180,25.11,74.04,8.29,15.45
2025,181,26.27,74.92,3.93,17.67
2025,182,27.93,74.84,8.95,15.76
2025,183,27.5,75.3,6.28,13.79
2025,184,27.49,80.97,3.17,7.15
2025,185,30.15,66.23,0.3,22.29
2025,186,30.31,61.82,6.82,21.58
2025,187,29.11,49.3,0.98,21.3
2025,188,28.02,55.05,0.84,22.61
2025,189,26.49,72.02,1.48,13.25
2025,190,27.77,75.46,12.62,18.19
2025,191,27.39,78.11,20.62,14.81
2025,192,28.25,74.56,0.15,21.46
2025,193,29.85,68.55,3.71,22.91
2025,194,29.87,50.32,0.01,26.73
2025,195,28.26,62.27,0.79,21.57
2025,196,24.32,84.1,10.99,7.08
2025,197,25.89,68.73,0.26,19.56
2025,198,28.79,51.41,0.0,27.84
2025,199,29.2,54.71,0.05,26.39
2025,200,27.84,65.3,12.92,13.07
2025,201,24.8,85.45,38.05,6.9
2025,202,26.18,69.98,0.01,25.61
2025,203,27.22,66.07,0.0,25.82
2025,204,27.67,78.97,1.28,19.4
2025,205,25.58,93.29,30.98,13.01
2025,206,26.43,91.81,34.37,11.63
2025,207,26.63,89.84,33.61,19.71
2025,208,27.08,87.46,12.11,17.17
2025,209,27.38,86.59,11.55,16.18
2025,210,25.97,86.86,60.77,15.89
2025,211,24.27,73.75,0.05,26.6
2025,212,25.01,74.8,0.0,14.16
2025,213,26.33,78.23,0.0,21.66
2025,214,26.55,84.19,6.9,15.45
2025,215,26.79,86.04,2.3,18.96
2025,216,25.9,92.61,6.92,8.8
2025,217,28.56,76.82,15.77,15.86
2025,218,28.79,69.6,7.04,22.69
2025,219,26.99,80.22,9.03,21.84
2025,220,23.45,93.13,22.82,4.18
2025,221,24.57,74.28,0.05,25.49
2025,222,25.57,68.33,0.5,25.37
2025,223,24.82,77.85,4.27,24.25
2025,224,24.62,86.32,27.76,15.7
2025,225,23.81,79.82,6.89,17.72
2025,226,24.62,84.32,0.92,13.27
2025,227,24.75,88.11,14.31,11.51
2025,228,23.76,88.12,1.1,11.83
2025,229,24.86,88.63,4.98,19.16
2025,230,25.0,89.48,5.55,16.71
2025,231,25.87,91.75,50.66,8.7
2025,232,24.8,84.33,0.59,16.08
2025,233,26.34,91.07,20.6,11.28
2025,234,25.61,65.45,0.47,16.79
2025,235,22.48,80.97,11.06,9.5
2025,236,21.99,75.01,2.7,9.0
2025,237,24.46,76.23,0.66,22.41
2025,238,24.23,78.76,2.49,16.48
2025,239,21.63,95.36,79.98,3.12
2025,240,23.81,77.22,0.47,14.26
2025,241,24.27,81.64,0.15,7.87
2025,242,23.58,81.37,0.2,15.1
2025,243,23.51,82.73,0.78,21.53
2025,244,24.56,74.95,0.01,22.37
2025,245,23.72,83.14,0.0,16.03
2025,246,24.4,84.1,0.04,18.35
2025,247,23.85,80.66,0.09,18.07
2025,248,21.18,83.54,7.02,4.59
2025,249,21.11,69.11,0.0,23.27
2025,250,20.04,67.86,0.0,22.12
2025,251,20.05,68.94,0.0,21.89
2025,252,22.34,79.43,14.25,20.43
2025,253,21.96,85.1,1.18,14.89
2025,254,22.67,84.11,0.17,17.03
2025,255,21.71,82.3,0.04,12.28
2025,256,21.36,80.79,12.06,16.84
2025,257,20.38,73.32,0.26,20.06
2025,258,18.51,84.04,2.04,8.71
2025,259,18.33,74.69,1.93,7.74
2025,260,15.99,63.49,0.0,12.11
2025,261,16.68,65.86,0.0,19.37
2025,262,17.36,71.36,0.01,12.68
2025,263,18.83,68.29,0.0,16.87
2025,264,17.87,73.88,0.31,14.23
2025,265,17.1,75.46,0.77,6.82
2025,266,14.85,87.15,0.26,8.28
2025,267,17.52,73.63,0.09,16.14
2025,268,19.72,64.86,0.01,17.75
2025,269,19.9,66.1,0.0,15.87
2025,270,17.92,79.16,0.19,4.26
2025,271,19.56,70.17,0.06,17.02
2025,272,19.15,67.42,0.01,16.23
2025,273,20.94,63.91,1.17,16.95
2025,274,20.72,61.07,0.11,13.23
2025,275,19.12,64.9,0.0,14.13
2025,276,17.89,77.86,0.05,8.54
2025,277,18.5,80.25,0.0,11.56
2025,278,15.41,88.71,5.59,2.74
2025,279,13.98,79.15,3.21,10.62
2025,280,17.2,74.29,2.09,12.14
2025,281,10.61,76.7,25.72,1.94
2025,282,7.71,91.13,49.74,1.65
2025,283,10.04,80.86,22.7,4.62
2025,284,13.19,81.8,3.06,7.95
2025,285,11.79,76.92,1.19,4.61
2025,286,13.62,78.42,0.03,15.34
2025,287,14.0,84.14,0.0,15.84
2025,288,14.66,89.36,0.2,8.24
2025,289,10.25,87.4,1.42,2.9
2025,290,8.16,77.84,4.18,4.9
2025,291,3.45,68.29,0.18,11.43
2025,292,4.05,65.58,0.02,15.62
2025,293,3.18,61.54,0.01,15.83
2025,294,3.96,63.52,0.0,15.15
2025,295,5.82,71.24,0.47,7.93
2025,296,6.93,82.1,0.38,8.57
2025,297,7.41,88.76,0.07,7.67
2025,298,8.85,77.51,0.01,9.37
2025,299,4.4,64.0,0.0,15.29
2025,300,4.87,67.71,0.0,14.16
2025,301,6.24,78.78,0.0,8.42
2025,302,9.41,85.67,0.04,3.54
2025,303,7.65,82.7,1.43,4.13
2025,304,6.97,76.6,0.31,7.66
2025,305,7.13,64.77,0.0,13.41
2025,306,4.86,64.93,0.0,14.07
2025,307,5.72,71.89,0.0,12.12
2025,308,7.33,77.57,0.0,10.48
2025,309,9.21,90.31,0.0,7.17
2025,310,9.55,76.96,0.05,5.58
2025,311,7.07,83.15,8.42,2.8
2025,312,7.19,78.62,0.08,8.48
2025,313,4.33,65.78,0.0,12.23
2025,314,5.48,67.48,0.0,10.86
2025,315,6.84,73.19,0.0,10.59
2025,316,6.93,73.79,0.0,9.85
2025,317,5.73,63.42,0.0,12.37
2025,318,6.11,67.74,0.0,10.83
2025,319,7.01,70.06,0.0,9.21
2025,320,0.76,51.29,0.0,12.35
2025,321,-2.29,50.19,0.0,11.97
2025,322,1.28,60.79,0.0,10.57
2025,323,3.45,64.94,0.0,11.14
2025,324,2.23,61.56,0.0,11.3
2025,325,3.4,63.69,0.0,10.77
2025,326,4.11,67.96,0.0,10.29
2025,327,4.36,72.24,0.0,8.36
2025,328,2.1,61.11,0.0,6.38
2025,329,-1.64,68.34,0.0,10.74
2025,330,0.88,68.32,0.0,5.3
2025,331,-0.9,56.85,0.0,10.59
2025,332,0.24,68.6,0.0,8.09
2025,333,3.95,59.68,0.0,9.28
2025,334,1.84,58.7,0.0,9.19
2025,335,-2.77,54.63,0.0,8.25
2025,336,-6.83,47.31,0.0,10.94
2025,337,-5.32,56.93,0.0,10.68
2025,338,-3.22,60.84,0.0,10.63
2025,339,-2.01,67.27,0.0,9.4
2025,340,0.58,72.46,0.0,9.28
2025,341,0.51,53.67,0.0,10.1
2025,342,-2.82,61.05,0.0,10.02
2025,343,-1.44,72.05,0.0,8.16
2025,344,-0.68,78.23,0.0,4.67
2025,345,-2.91,66.83,0.0,8.77
2025,346,-5.93,72.2,2.15,2.0
2025,347,-3.52,69.52,1.31,8.02
2025,348,-4.09,71.36,0.0,9.59
2025,349,-2.26,72.95,0.0,6.58
2025,350,-1.94,70.01,0.0,6.17
2025,351,-2.3,74.73,0.0,9.1
2025,352,-2.3,90.37,0.0,2.36
2025,353,0.3,70.15,0.0,6.84
2025,354,-3.53,46.15,0.0,9.76
2025,355,-6.98,65.38,0.0,9.82
2025,356,-4.34,83.95,0.43,5.84
2025,357,-1.78,68.16,0.5,9.67
2025,358,-4.26,59.05,0.87,9.28
2025,359,-6.48,53.1,0.0,9.85
2025,360,-6.75,66.49,0.0,7.15
2025,361,-4.32,73.19,0.0,8.25
2025,362,-2.66,76.71,0.0,6.84
2025,363,-3.01,61.73,0.0,9.55
2025,364,-5.97,61.5,0.0,9.81
2025,365,-8.8,59.47,0.0,9.07
